Dam Name,NID ID,Owner Names,Primary Owner Type,Primary Purpose,Purposes,Latitude,Longitude,State,County,City,River or Stream Name,Congressional District,Federal Agency Owners,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Primary Dam Type,NID Height (Ft),Dam Length (Ft),Year Completed,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Drainage Area (Sq Miles),Number of Locks,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Data Last Updated,Website URL
Buffumville Dam,MA00964,USACE - New England District,Federal,Flood Risk Reduction,Flood Risk Reduction,42.11697,-71.908163,Massachusetts,Worcester,Webster,Little River,"Massachusetts, Congressional District 01",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,66,3255,1958,12700,12700,27,0,04/08/2025,5,High,Not Available,,Yes,05/04/2021,04/20/2026,https://www.nae.usace.army.mil/Missions/Civil-Works/Flood-Risk-Management/Massachusetts/Buffumville/
East Sidney Dam,NY01211,USACE - Baltimore District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,42.330719,-75.229083,New York,Delaware,Unadilla,Ouleout Creek,"New York, Congressional District 19",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,130,2010,1950,58350,58350,102,0,07/14/2021,5,High,Not Available,,Yes,03/02/2026,04/30/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Maxwell Locks and Dam,PA00123,USACE - Pittsburgh District,Federal,Navigation,Navigation,40.0022670000001,-79.959644,Pennsylvania,Washington,Brownsville,Monongahela River,"Pennsylvania, Congressional District 14",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,56,692,1964,30900,30900,4961,2,08/27/2025,5,Significant,Not Available,,Yes,09/08/2021,04/13/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Yatesville Dam,KY03065,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction;Other;Fish and Wildlife Pond;Recreation,38.1258640310001,-82.697331053,Kentucky,Lawrence,Yatesville,Blaine Creek,"Kentucky, Congressional District 05",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,156,855,1988,83300,83300,208,0,09/07/2023,5,High,Not Available,,Yes,07/11/2020,07/31/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Allegheny River Lock and Dam 5,PA00115,USACE - Pittsburgh District,Federal,,Irrigation;Navigation,40.6836,-79.66662,Pennsylvania,Armstrong,Freeport,Allegheny River,"Pennsylvania, Congressional District 15",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,16,856,1927,9800,9800,9351,1,08/09/2024,5,Low,Not Available,,Yes,10/31/2023,04/13/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Blue Marsh Dam - Bernville Levee,PA00925,USACE - Philadelphia District,Federal,Flood Risk Reduction,Flood Risk Reduction,40.4308820000001,-76.115219,Pennsylvania,Berks,Bernville,Tulpehocken Creek,"Pennsylvania, Congressional District 09",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,30,4800,1977,129900,129900,175,0,05/02/2019,5,High,Not Available,,Yes,06/01/2021,09/08/2026,https://www.nap.usace.army.mil/missions/civil-works/blue-marsh-lake/
Alamo Dam,AZ82203,USACE - Los Angeles District,Federal,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation,34.232796622,-113.6012666839999,Arizona,Mohave,Parker,Bill Williams River,"Arizona, Congressional District 09",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,283,975,1968,1409000,1409000,4770,0,02/19/2025,5,High,Not Available,,Yes,04/22/2025,06/02/2026,https://www.spl.usace.army.mil/Missions/Asset-Management/Alamo-Dam/
Senecaville Dam,OH00013,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation,39.925246574,-81.435223788,Ohio,Guernsey,Senecaville,Seneca Fork of Wills Creek,"Ohio, Congressional District 12",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,45,2350,1937,88500,88500,118,0,08/26/2021,5,High,Not Available,,Yes,,09/02/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Hammond Dam,PA01133,USACE - Baltimore District,Federal,Flood Risk Reduction,Flood Risk Reduction;Other;Recreation,41.899394629,-77.146945818,Pennsylvania,Tioga,Tioga,Crooked Creek,"Pennsylvania, Congressional District 15",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,122,6450,1978,136936,136936,122,0,05/05/2026,5,High,Not Available,,Yes,01/25/2022,08/21/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Wappapello Dam - Saddle Dike 2,MO30204,USACE - St. Louis District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,36.940799,-90.274684,Missouri,Wayne,Wappapello,St. Francis,"Missouri, Congressional District 08",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,114,465,1941,1134600,1134600,1310,,03/02/2017,5,Significant,Not Available,,Yes,02/19/2025,01/29/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Hiram M. Chittenden Locks and Dam,WA00301,USACE - Seattle District,Federal,Navigation,Navigation;Fish and Wildlife Pond;Recreation,47.6652943030001,-122.39724697,Washington,King,Seattle,"Cedar River, Sammamish River","Washington, Congressional District 07",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,63,240,1916,458000,458000,607,2,03/10/2022,5,High,Not Available,,Yes,11/22/2024,07/13/2026,https://www.nws.usace.army.mil/Missions/Civil-Works/Locks-and-Dams/Chittenden-Locks/
Garrison Dam - Snake Creek Embankment,ND00145,USACE - Omaha District,Federal,Other,Other;Irrigation;Fish and Wildlife Pond;Recreation;Water Supply,47.6004830000001,-101.26336,North Dakota,McLean,Riverdale,Missouri,"North Dakota, Congressional District 00",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,95,12900,1952,396000,396000,250,0,06/30/2023,5,Significant,Not Available,,Yes,02/09/2010,12/04/2025,https://www.nwo.usace.army.mil/Missions/Dam-and-Lake-Projects/Missouri-River-Dams/Garrison/
Foster Joseph Sayers Dam,PA00005,USACE - Baltimore District,Federal,Flood Risk Reduction,Flood Risk Reduction;Other;Recreation,41.048456215,-77.609335959,Pennsylvania,Centre,Howard,Bald Eagle Creek,"Pennsylvania, Congressional District 15",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,100,6835,1969,186000,186000,339,0,06/08/2022,5,High,Not Available,,Yes,03/02/2026,04/30/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Cagles Mill Dam,IN03002,USACE - Louisville District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,39.4864498640001,-86.917449787,Indiana,Putnam,Bowling Green,Mill Creek,"Indiana, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,150,950,1953,228120,228120,295,0,05/14/2026,5,High,Not Available,,Yes,05/12/2022,07/20/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Moose Creek Dam,AK00085,USACE - Alaska District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,64.792499256,-147.179969459,Alaska,Fairbanks North Star Borough,Fairbanks,Chena River,"Alaska, Congressional District 00",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Concrete,60,40200,1979,224000,224000,1496,0,08/21/2026,5,High,Not Available,,Yes,05/06/2026,08/26/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Wappapello Dam - Saddle Dike 1,MO30204,USACE - St. Louis District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,36.9397740000001,-90.277463,Missouri,Wayne,Wappapello,St. Francis,"Missouri, Congressional District 08",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,114,380,1941,1134600,1134600,1310,,03/02/2017,5,Significant,Not Available,,Yes,01/21/2020,02/04/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Lindy Claiborne Boggs Lock and Dam,LA00584,USACE - Vicksburg District,Federal,Navigation,Navigation;Recreation;Water Supply,31.253621406,-91.957808778,Louisiana,Catahoula,Coushatta,Red River,"Louisiana, Congressional District 05",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,110,691,1985,100000,100000,60650,1,06/12/2024,5,Significant,Not Available,,Yes,05/28/2025,05/21/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Paintsville Dam,KY03066,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction;Other;Fish and Wildlife Pond;Recreation,37.839523679,-82.8719808019999,Kentucky,Johnson,Paintsville,Paint Creek,"Kentucky, Congressional District 05",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,160,1600,1980,73500,73500,93,0,02/19/2026,5,High,Not Available,,Yes,07/05/2020,08/05/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Wappapello Dam - Saddle Dike 3,MO30204,USACE - St. Louis District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,36.943427,-90.27251,Missouri,Wayne,Wappapello,St. Francis,"Missouri, Congressional District 08",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,114,815,1941,1134600,1134600,1310,,03/02/2017,5,Significant,Not Available,,Yes,01/21/2020,01/29/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Patoka Lake Dam,IN03018,USACE - Louisville District,Federal,Flood Risk Reduction,Flood Risk Reduction;Other;Recreation;Water Supply,38.4343385460001,-86.7075898369999,Indiana,Dubois,Jasper,Patoka River,"Indiana, Congressional District 08",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,145,1500,1978,301640,301640,168,0,04/21/2022,5,High,Not Available,,Yes,07/01/2024,07/20/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Tioga Dam,PA01132,USACE - Baltimore District,Federal,Flood Risk Reduction,Flood Risk Reduction;Other;Recreation,41.8980334680001,-77.135246216,Pennsylvania,Tioga,Tioga,Tioga River,"Pennsylvania, Congressional District 15",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,141,2710,1978,143383,143383,280,0,05/05/2026,5,High,Not Available,,Yes,10/20/2022,08/21/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Hannibal Locks and Dam,WV10301,USACE - Pittsburgh District,Federal,Navigation,Navigation;Hydroelectric,39.667113,-80.863456,West Virginia,Wetzel,New Martinsville,Ohio River,"West Virginia, Congressional District 02",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,51,1403,1974,130000,130000,25967,2,06/29/2021,5,Significant,Not Available,,Yes,09/08/2021,04/13/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Herbert Hoover Dike - Ciz B,FL36001,USACE - Jacksonville District,Federal,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Navigation;Fish and Wildlife Pond;Recreation;Water Supply,26.8086658595334,-80.9815572553632,Florida,Glades,Clewiston,Kissimmee River Basin,"Florida, Congressional District 18",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,35,196130,1965,8519000,8519000,5600,2,04/25/2024,,High,,,Yes,10/27/2025,07/31/2026,
Leesville Dam,OH00014,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation,40.4691427160001,-81.194672839,Ohio,Carroll,Sherrodville,Mcguire Creek,"Ohio, Congressional District 06",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,74,1695,1937,37400,37400,48,0,04/27/2023,5,High,Not Available,,Yes,06/30/2020,07/31/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Mississippi River Locks and Dam 27,MO10302,USACE - St. Louis District,Federal,Navigation,Navigation,38.702925162,-90.180959866,Missouri,Madison,Granite City,Mississippi River,"Illinois, Congressional District 13",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,25,3240,1962,50,0,0,2,05/14/2024,5,Significant,Not Available,,Yes,07/06/2015,08/26/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
West Fork of Mill Creek Dam,OH00029,USACE - Louisville District,Federal,Flood Risk Reduction,Flood Risk Reduction;Recreation,39.260311394,-84.4956781019999,Ohio,Hamilton,Woodland,West Fork of Mill Creek,"Ohio, Congressional District 08",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,106,3966,1952,11380,11380,29,0,05/15/2025,5,High,Not Available,,Yes,03/13/2026,04/09/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Clendening Dam,OH00012,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation,40.2690785350001,-81.276567118,Ohio,Harrison,Tippecanoe,Brushy Fk of Stillwater Ck,"Ohio, Congressional District 06",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,64,950,1936,54000,54000,69,0,04/22/2024,5,High,Not Available,,Yes,10/19/2020,07/31/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Dashields Locks and Dam,PA00127,USACE - Pittsburgh District,Federal,Navigation,Navigation,40.5497637840001,-80.2050888159999,Pennsylvania,Allegheny,Glenwillard,Ohio River,"Pennsylvania, Congressional District 17",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,44,1799,1929,17000,17000,19522,2,11/03/2021,5,Significant,Not Available,,Yes,09/08/2021,04/13/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Mcnary Lock and Dam,OR00616,USACE - Walla Walla District,Federal,Navigation,Navigation;Irrigation;Fish and Wildlife Pond;Recreation;Hydroelectric,45.93603705,-119.29776808,Oregon,Benton,Umatilla,Columbia River,"Washington, Congressional District 04",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Concrete,220,7365,1954,1350000,0,214000,1,11/13/2024,5,High,Not Available,,Yes,07/07/2022,05/27/2026,https://www.nww.usace.army.mil/Locations/District-Locks-and-Dams/McNary-Lock-and-Dam/
Bolivar Dam,OH00004,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction,40.656627771,-81.4292785929999,Ohio,Stark,Bolivar,Sandy Creek,"Ohio, Congressional District 06",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,87,6300,1938,149600,149600,504,0,06/25/2021,5,High,Not Available,,Yes,08/12/2020,08/27/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Hodges Village Dam,MA00967,USACE - New England District,Federal,Flood Risk Reduction,Flood Risk Reduction,42.1197521980001,-71.879880532,Massachusetts,Worcester,Webster,French River,"Massachusetts, Congressional District 01",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Rockfill,54,200,1959,26000,26000,31,0,11/04/2024,5,High,Not Available,,Yes,09/30/2019,01/08/2026,https://www.nae.usace.army.mil/Missions/Civil-Works/Flood-Risk-Management/Massachusetts/Hodges-Village/
Wills Creek Dam,OH00002,USACE - Huntington District,Federal,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation,40.15639349,-81.847064258,Ohio,Coshocton,Wills Creek,Wills Creek,"Ohio, Congressional District 12",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,87,1950,1936,196000,196000,842,0,06/10/2021,5,High,Not Available,,Yes,07/11/2020,07/31/2026,https://www.lrh.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/
Braddock Locks and Dam,PA00120,USACE - Pittsburgh District,Federal,Navigation,Navigation,40.3905323060001,-79.8580009149999,Pennsylvania,Allegheny,Braddock,Monongahela River,"Pennsylvania, Congressional District 12",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Gravity,33,960,1905,13700,13700,7342,2,05/12/2023,5,Significant,Not Available,,Yes,10/31/2023,05/14/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
Carlyle Dam - Saddle Dam 2,IL00113,USACE - St. Louis District,Federal,Flood Risk Reduction,Flood Risk Reduction,38.6152440000001,-89.322494,Illinois,Clinton,Carlyle,Kaskaskia River,"Illinois, Congressional District 12",US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Earth,22,8160,1966,233000,233000,2717,0,08/12/2021,5,Significant,Not Available,,Yes,02/10/2025,01/29/2026,https://www.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/Article/2870967/dam-safety-program/
